registro_id,uf,sindicato,categoria,ano,campo,valor_atual,status_atual,origem,fonte,fonte_textual,data_extracao,observacao,opcoes_identificadas,prioridade_revisao,acao_sugerida,decisao_sugerida,decisao_final,valor_revisado,observacao_revisor,revisor,data_revisao
PEND-AL-SINDPD,AL,Sindpd,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-AL-SINDPD,AL,Sindpd,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente. Extração de PDF falhou: arquivo_ausente,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-FINATI,MG,FINATI,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA SÉTIMA - ADICIONAL NOTURNO A remuneração do trabalho noturno será acrescida do adicional de 25% (vinte e cinco por cento), para fins do art. 73 da CLT. AUXÍLIO ALIMENTAÇÃO",2026-06-15,,,média,validar,validar,validar,,,,
PEND-MG-SENALBA,MG,Senalba,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MG-SENALBA,MG,Senalba,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MT-SINTTEL,MT,Sinttel,,,piso_salarial,2149.06,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - REAJUSTE E PISO SALARIAL Os salários dos empregados abrangidos pela presente convenção coletiva de trabalho serão reajustados em 01/05/2025, pelo percentual de 9% (Nove por cento) retroativo a data base. Parágrafo Primeiro: O salário-mínimo da categoria, vigente a partir de 1º de maio de 2025, será de R$ 2.149,06. Parágrafo Segundo: O piso salarial, a assiduidade e todos os benefícios previstos nesta negociação coletiva devem ser estendidos a todos os empregados da categoria sem exceções sob pena de aplicação das multas previstas nesta CCT e legislação laboral pertinente. P…",2026-06-15,,,média,validar,validar,validar,2149.06,,,
PEND-MT-SINTTEL,MT,Sinttel,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MT-SINTTEL,MT,Sinttel,,,auxilio_alimentacao,55.0,conflito,pdf_cct,PDF da CCT,"CLÁUSULA SÉTIMA - AUXÍLIO ALIMENTAÇÃO As empresas ficam obrigadas a conceder aos seus empregados, nos dias efetivamente trabalhados, o auxílio alimentação. A presente parcela não integra os salários, por não ter caráter de contraprestação de serviços. Parágrafo Primeiro: O valor facial do tíquete, para os empregados que trabalham até 180 (cento e oitenta) horas, o valor será de R$ 55,00 (cinquenta e cinco reais), e para os empregados que trabalham até 200 (duzentas) horas, o valor será de R$ 60,00 (sessenta reais). Parágrafo segundo A participação dos empregados filiados ao sindicato laboral S…",2026-06-15,"Múltiplos valores identificados: 55.0, 60.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,55.0,,,
PEND-MT-SINTTEL,MT,Sinttel,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MT-SINTTEL,MT,Sinttel,,,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA SEXTA - ADICIONAL DE HORAS EXTRAS As dobras, assim entendidas duplicação de jornadas eventuais, serão remuneradas em 70% (setenta por cento) acima do valor da hora normal de segunda a sábado e aos domingos e feriados 120% (cento e vinte por cento). Auxílio Alimentação",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
PEND-MT-SINTTEL,MT,Sinttel,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-MT-SINTTEL,MT,Sinttel,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PB-SESCON,PB,Sescon,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTAPPI,PE,Sintappi,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PE-SINTTEL,PE,Sinttel,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PI-SINTTEL,PI,Sinttel,,,piso_salarial,1412.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL https://www3.mte.gov.br/sistemas/mediador/Resumo/ResumoVisualizar?nrSolicitacao=MR058539/2024 1/21 10/01/2025, 15:21 Mediador - Extrato Convenção Coletiva Fica estipulado o piso salarial mensal de R$1.412,00 (mil, quatrocentos e doze reais) a partir de 01/01/2024, considerando a carga horária mensal de 180 horas. Parágrafo Primeiro: Para os trabalhadores com jornada inferior a 180 (cento e oitenta) horas mensais, o salário deverá observar proporcionalmente o piso estabelecido no “caput”. Parágrafo Segundo: Nos valores acima não está sendo considerada a remuner…",2026-06-15,,,média,validar,validar,validar,1412.0,,,
PEND-PI-SINTTEL,PI,Sinttel,,,adicional_noturno,,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - HORA NOTURNA https://www3.mte.gov.br/sistemas/mediador/Resumo/ResumoVisualizar?nrSolicitacao=MR058539/2024 3/21 10/01/2025, 15:21 Mediador - Extrato Convenção Coletiva O trabalho noturno será remunerado com acréscimo de 20% (vinte por cento), entendendo-se como tal o trabalho realizado das 22:00 horas de um dia até as 5:00 horas do dia seguinte, computando-se, para tanto, a hora de trabalho a cada 52:30 minutos, nos termo do artigo 73 da CLT. Parágrafo Único: No caso de não haver redução de jornada, o empregado receberá as horas trabalhadas em horas noturnas com o adicional d…",2026-06-15,"Múltiplos valores identificados: 37.14, 20.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,,,,
PEND-PI-SINTTEL,PI,Sinttel,,,auxilio_alimentacao,6.89,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA TERCEIRA - AUXÍLIO LANCHE / VALE REFEIÇÃO / CESTA BÁSICA As empresas fornecerão aos empregados que estiverem no exercício de suas atividades regulares, para os dias efetivamente trabalhados, vale-refeição ou alimentação por mês, nos seguintes valores faciais: Parágrafo Primeiro: O valor facial do vale refeição dos empregados contratados com jornada de 180 horas mensais, por dia efetivamente trabalhado, será de R$6,89 (seis reais e oitenta e nove centavos) a partir de 01/06/2024, passando para R$7,02 (sete reais e dois centavos) a partir de 01/09/2024. Parágrafo Segundo: O valor…",2026-06-15,"Múltiplos valores identificados: 6.89, 7.02, 10.85, 11.07",,alta,revisar_conflito,marcar_conflito,marcar_conflito,6.89,,,
PEND-PI-SINTTEL,PI,Sinttel,,,plr,120.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA SEGUNDA - PROGRAMA DE PARTICIPAÇÃO NOS LUCROS OU RESULTADOS (PLR/PPR) As empresas terão 60 (sessenta) dias após a assinatura da presente Convenção Coletiva de Trabalho, para negociarem e ratificarem os Acordos Coletivos de PLR/PPR junto ao SINTTEL, devendo estabelecer as métricas e indicadores a serem utilizados. Parágrafo único: As empresas que não firmaram acordo de PPR/PLR no prazo compreendido nesta cláusula, pagarão como verba indenizatória a cada empregados, a importância mínima de R$120,00 (cento e vinte reais). AUXÍLIO ALIMENTAÇÃO",2026-06-15,,,média,validar,validar,validar,120.0,,,
PEND-PI-SINTTEL,PI,Sinttel,,,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - HORAS EXTRAORDINÁRIAS As horas extraordinárias trabalhadas de segunda a sábado, serão remuneradas com o adicional de 50% (cinquenta por cento) sobre o valor da hora normal. Parágrafo Primeiro: Na hipótese de ocorrer trabalho em dia de repouso, feriados ou domingos, a remuneração será acrescida com o adicional de 100% (cem por cento). Parágrafo Segundo: As horas extras habituais serão integradas para fins de cálculo de férias, 13º salário, DSR’s e demais verbas de cunho salarial, sendo que para o cálculo das férias, 13º salário e demais verbas de cunho salarial, será considerada…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
PEND-PI-SINTTEL,PI,Sinttel,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-PI-SINTTEL,PI,Sinttel,,,jornada,36.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TRIGÉSIMA QUINTA - JORNADA DE TRABALHO A duração da jornada de trabalho dos trabalhadores operadores em Teleatendimento, em regime de escala de revezamento, cuja implementação a critério da empresa fica autorizada, será de 36 (trinta e seis) horas semanais, sendo de seis horas diárias. Parágrafo Primeiro: Os trabalhadores operadores terão uma folga semanal, sendo essa folga, pelo menos uma vez por mês, concedida aos domingos. Parágrafo Segundo: As partes dão-se por cientes de que está autorizado o trabalho aos domingos, nos termos do parágrafo único do artigo 67 da CLT, observada a es…",2026-06-15,Horas diárias não calculadas: regime não identificável,"[""36h/semana""]",média,validar,validar,validar,36.0,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-FINATI-SIDIERJ-RJ,RJ,Finati Sidierj RJ,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDEAP,RJ,Sindeap,,,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDITOB,RJ,Sinditob,,,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDITOB,RJ,Sinditob,,,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDITOB,RJ,Sinditob,,,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDITOB,RJ,Sinditob,,,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
PEND-RJ-SINDITOB,RJ,Sinditob,,,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
